0.1858,0.6248
0.2048,0.5299
0.1891,0.4127
0.1594,0.5685
0.1622,0.6339
0.1588,0.5346
0.1576,0.5844
0.1626,0.649
0.1801,0.5673
0.1679,0.6152
0.1558,0.5738
0.1574,0.6198
0.1795,0.6062
0.1422,0.6665
0.1643,0.4157
0.1441,0.4793
0.1355,0.6265
0.151,0.5913
0.1214,0.6913
0.1321,0.909
0.1538,0.7924
0.1475,0.5636
0.1216,0.7616
0.1678,0.6624
0.1626,0.6079
0.1794,0.4223
0.1402,0.5811
0.1715,0.7454
0.1346,0.7323
0.1377,0.522
0.1284,0.5948
0.1292,0.5144
0.1433,0.7968
0.1685,0.7738
0.1495,0.4666
0.1558,0.4892
0.1404,0.5964
0.1239,0.3186
0.1408,0.2947
0.1311,0.5705
0.1257,0.6549
0.1376,0.6511
0.1342,0.4237
0.1215,0.5014
0.1108,0.609
0.1346,0.6112
0.1262,0.607
0.1366,0.657
0.137,1.0096
0.1679,0.595
0.1368,0.7158
0.1353,0.5931
0.1146,0.6334
0.0991,0.9185
0.1327,0.8184
0.0798,0.8646
0.1105,0.8174
0.1442,0.8214
0.1033,0.9841
0.1016,0.6029
0.1361,0.8273
0.152,0.6174
0.1332,1.0072
0.1284,1.0776
0.1255,0.7941
0.1173,0.7204
0.1018,0.5265
0.122,0.8364
0.1192,0.8867
0.1272,0.8443
0.111,0.951
0.1046,0.7756
0.1267,0.7334
0.0933,0.6392
0.1009,0.7854
0.1153,0.8836
0.1011,0.924
0.1153,0.6593
0.1167,1.2021
0.1342,0.8125
0.1256,0.7535
0.111,0.6704
0.0817,0.902
0.0879,0.689
0.0933,0.6356
0.0814,0.9589
0.0722,0.9585
0.0797,0.8297
0.1131,0.8797
0.1026,0.8088
0.1096,0.6484
0.1272,0.9396
0.1417,0.9271
0.1202,0.7666
0.1077,0.6957
0.1032,0.8211
0.094,0.9946
0.1098,0.6871
0.104,0.5928
0.0662,0.8217
0.0818,0.524
0.0806,0.7621
0.078,0.6052
0.0757,0.8294
0.0912,0.9171
0.129,1.1055
0.1245,1.2306
0.0934,0.792
0.079,1.0084
0.0951,0.9982
0.0763,1.1249
0.1083,0.8267
0.071,0.8408
0.1008,0.8955
0.0789,1.3407
0.0934,0.7318
0.0976,0.852
0.1008,0.8146
0.0909,0.7244
0.0747,0.9328
0.064,1.0546
0.0886,0.8655
0.0974,0.8699
0.0751,0.695
0.0928,0.8155
0.0682,0.8859
0.0648,0.871
0.064,0.7223
0.084,0.9165
0.0739,0.913
0.0851,0.9205
0.0754,0.9067
0.0721,0.6698
0.0655,0.877
0.0689,1.026
0.0873,1.2224
0.074,1.1183
0.0711,0.9418
0.0623,1.0045
0.0654,0.9271
0.0755,0.6411
0.0694,0.8151
0.0676,1.0865
0.1076,0.9445
0.0779,1.1056
0.0718,1.0016
0.0712,0.8735
0.0777,0.9882
0.078,0.8079
0.0785,0.8852
0.1022,0.7596
0.0679,0.8576
0.0777,0.7789
0.0904,0.7905
0.0597,0.7275
0.0628,0.9723
0.0567,0.8574
0.0652,0.9945
0.0531,0.9465
0.0634,0.9641
0.0659,1.1743
0.0896,0.8728
0.0922,0.9938
0.0736,0.9527
0.0833,0.9735
0.0908,0.9865
0.0765,0.8251
0.0666,0.9912
0.0566,0.8412
0.0688,0.8965
0.0634,0.9326
0.0714,1.4461
0.1219,0.9421
0.0758,0.9595
0.0811,0.8485
0.0519,1.0391
0.0559,1.2585
0.0484,0.9724
0.0393,1.0532
0.055,1.0043
0.0771,1.0405
0.0707,0.7607
0.0577,0.6796
0.0456,0.8271
0.0641,0.9503
0.0528,0.9661
0.0432,0.9781
0.0396,0.978
0.0944,0.7304
0.0717,0.8168
0.0629,0.7183
0.0414,0.7387
0.0541,0.7074
0.0498,0.9931
0.058,1.1422
0.0878,1.093
0.0676,1.0742
0.0554,0.8653
0.0542,0.809
0.0365,0.9081
0.0379,0.888
0.042,1.0367
0.0368,0.6277
0.0406,0.8116
0.0382,1.0066
0.0487,0.9752
0.0391,1.0095
0.0429,0.8769
0.0402,0.9696
0.0435,1.0339
0.046,1.1311
0.0528,0.7447
0.0519,0.802
0.0412,0.9055
0.0488,0.719
0.0424,0.9541
0.0579,0.7809
0.0352,1.0467
0.0365,0.7407
0.0653,1.0083
0.034,1.272
0.0626,0.8806
0.0425,0.7432
0.0343,1.076
0.0612,0.8631
0.0509,1.1644
0.0511,1.0104
0.0379,1.0958
0.0487,1.458
0.0492,1.1034
0.0488,1.5092
0.0485,1.1954
0.0372,1.1091
0.0633,1.0892
0.0442,1.5357
0.0397,1.0266
0.0218,1.4257
0.0347,1.1545
0.0285,1.0169
0.0319,1.1718
0.0305,0.641
0.039,1.3996
0.0347,1.0579
0.0567,1.1736
0.0574,1.3947
0.0483,1.0654
0.0559,1.0674
0.0444,0.84
0.0483,0.8836
0.0554,1.081
0.0549,1.0759
0.0428,0.9311
0.0544,1.1332
0.0369,0.9969
0.0203,0.9014
0.0289,0.9755
0.0231,0.5774
0.0412,0.9373
0.0394,1.0717
0.0252,1.0193
0.0431,1.1899
0.0305,0.9932
0.0244,0.7572
0.032,1.1187
0.0267,1.2583
0.0233,1.0218
0.0251,1.2813
0.0329,1.1398
0.0301,1.5255
0.0244,1.0468
0.033,1.0182
0.0242,0.9053
0.0264,0.7505
0.0341,0.9643
0.0337,0.8427
0.0368,1.2308
0.025,1.4199
0.0208,1.1305
0.0338,1.0371
0.0275,1.053
0.038,0.6796
0.0226,0.9568
0.0226,1.0365
0.0276,0.9691
0.0335,1.3746
0.0216,1.226
0.0286,1.1836
0.0364,1.1263
0.0253,1.0437
0.0486,1.4005
0.0459,1.1371
0.0534,1.3792
0.0389,1.4326
0.0305,1.3157
0.0194,1.1588
0.0409,1.0264
0.0408,1.0873
0.0397,0.9567
0.0354,1.3699
0.0524,1.2031
0.057,1.0882
0.0245,1.1883
